,name,sensors_types
8472,Samsung Galaxy Fold,accelerometer
8473,Samsung Galaxy Fold,gyro
8474,Samsung Galaxy Fold,proximity
8475,Samsung Galaxy Fold,compass
8476,Samsung Galaxy Fold,barometer
8477,Samsung Galaxy Tab Active Pro,fingerprint
8478,Samsung Galaxy Tab Active Pro,accelerometer
8479,Samsung Galaxy Tab Active Pro,gyro
8480,Samsung Galaxy Tab Active Pro,proximity
8481,Samsung Galaxy Tab Active Pro,compass
8482,Samsung Galaxy A90 5G,fingerprint
8483,Samsung Galaxy A90 5G,accelerometer
8484,Samsung Galaxy A90 5G,gyro
8485,Samsung Galaxy A90 5G,proximity
8486,Samsung Galaxy A90 5G,compass
8487,Samsung Galaxy M30s,fingerprint
8488,Samsung Galaxy M30s,accelerometer
8489,Samsung Galaxy M30s,gyro
8490,Samsung Galaxy M30s,proximity
8491,Samsung Galaxy M30s,compass
8492,Samsung Galaxy A30s,fingerprint
8493,Samsung Galaxy A30s,accelerometer
8494,Samsung Galaxy A30s,gyro
8495,Samsung Galaxy A30s,proximity
8496,Samsung Galaxy A30s,compass
8497,Samsung Galaxy Note10+ 5G,fingerprint
8498,Samsung Galaxy Note10+ 5G,accelerometer
8499,Samsung Galaxy Note10+ 5G,gyro
8500,Samsung Galaxy Note10+ 5G,proximity
8501,Samsung Galaxy Note10+ 5G,compass
8502,Samsung Galaxy Note10+ 5G,barometer
8503,Samsung Galaxy A50s,fingerprint
8504,Samsung Galaxy A50s,accelerometer
8505,Samsung Galaxy A50s,gyro
8506,Samsung Galaxy A50s,proximity
8507,Samsung Galaxy A50s,compass
8508,Samsung Galaxy Note10+,fingerprint
8509,Samsung Galaxy Note10+,accelerometer
8510,Samsung Galaxy Note10+,gyro
8511,Samsung Galaxy Note10+,proximity
8512,Samsung Galaxy Note10+,compass
8513,Samsung Galaxy Note10+,barometer
8514,Samsung Galaxy Note10,fingerprint
8515,Samsung Galaxy Note10,accelerometer
8516,Samsung Galaxy Note10,gyro
8517,Samsung Galaxy Note10,proximity
8518,Samsung Galaxy Note10,compass
8519,Samsung Galaxy Note10,barometer
8520,Samsung Galaxy Watch Active2,accelerometer
8521,Samsung Galaxy Watch Active2,gyro
8522,Samsung Galaxy Watch Active2,heart rate
8523,Samsung Galaxy Watch Active2,barometer
8524,Samsung Galaxy Watch Active2,vo2max
8525,Samsung Galaxy Note10 5G,fingerprint
8526,Samsung Galaxy Note10 5G,accelerometer
8527,Samsung Galaxy Note10 5G,gyro
8528,Samsung Galaxy Note10 5G,proximity
8529,Samsung Galaxy Note10 5G,compass
8530,Samsung Galaxy Note10 5G,barometer
8531,Samsung Galaxy A10s,fingerprint
8532,Samsung Galaxy A10s,accelerometer
8533,Samsung Galaxy A10s,proximity
8534,Samsung Galaxy A10e,accelerometer
8535,Samsung Galaxy A10e,proximity
8536,Samsung Galaxy Tab S6,fingerprint
8537,Samsung Galaxy Tab S6,accelerometer
8538,Samsung Galaxy Tab S6,gyro
8539,Samsung Galaxy Tab S6,proximity
8540,Samsung Galaxy Tab S6,compass
8541,Samsung Galaxy Watch Active2 Aluminum,accelerometer
8542,Samsung Galaxy Watch Active2 Aluminum,gyro
8543,Samsung Galaxy Watch Active2 Aluminum,heart rate
8544,Samsung Galaxy Watch Active2 Aluminum,barometer
8545,Samsung Galaxy Xcover 4s,accelerometer
8546,Samsung Galaxy Xcover 4s,proximity
8547,Samsung Galaxy Xcover 4s,compass
8548,Samsung Galaxy A2 Core,accelerometer
8549,Samsung Galaxy A2 Core,proximity
8550,Samsung Galaxy Tab A 8.0 (2019),accelerometer
8551,Samsung Galaxy Watch Active,accelerometer
8552,Samsung Galaxy Watch Active,gyro
8553,Samsung Galaxy Watch Active,heart rate
8554,Samsung Galaxy Watch Active,barometer
8555,Samsung Galaxy View2,accelerometer
8556,Samsung Galaxy S10 5G,fingerprint
8557,Samsung Galaxy S10 5G,accelerometer
8558,Samsung Galaxy S10 5G,gyro
8559,Samsung Galaxy S10 5G,proximity
8560,Samsung Galaxy S10 5G,compass
8561,Samsung Galaxy S10 5G,barometer
8562,Samsung Galaxy S10+,fingerprint
8563,Samsung Galaxy S10+,accelerometer
8564,Samsung Galaxy S10+,gyro
8565,Samsung Galaxy S10+,proximity
8566,Samsung Galaxy S10+,compass
8567,Samsung Galaxy S10+,barometer
8568,Samsung Galaxy S10+,heart rate
8569,Samsung Galaxy S10+,spo2
8570,Samsung Galaxy F02s,accelerometer
8571,Samsung Galaxy F02s,proximity
8572,Samsung Galaxy A72,fingerprint
8573,Samsung Galaxy A72,accelerometer
8574,Samsung Galaxy A72,gyro
8575,Samsung Galaxy A72,compass
8576,Samsung Galaxy S10,fingerprint
8577,Samsung Galaxy S10,accelerometer
8578,Samsung Galaxy S10,gyro
8579,Samsung Galaxy S10,proximity
8580,Samsung Galaxy S10,compass
8581,Samsung Galaxy S10,barometer
8582,Samsung Galaxy S10,heart rate
8583,Samsung Galaxy S10,spo2
8584,Samsung Galaxy A52 5G,fingerprint
8585,Samsung Galaxy A52 5G,accelerometer
8586,Samsung Galaxy A52 5G,gyro
8587,Samsung Galaxy A52 5G,compass
8588,Samsung Galaxy Xcover 5,accelerometer
8589,Samsung Galaxy Xcover 5,gyro
8590,Samsung Galaxy Xcover 5,proximity
8591,Samsung Galaxy Xcover 5,compass
8592,Samsung Galaxy A52,fingerprint
8593,Samsung Galaxy A52,accelerometer
8594,Samsung Galaxy A52,gyro
8595,Samsung Galaxy A52,compass
8596,Samsung Galaxy A32,fingerprint
8597,Samsung Galaxy A32,accelerometer
8598,Samsung Galaxy A32,gyro
8599,Samsung Galaxy A32,compass
8600,Samsung Galaxy F62,fingerprint
8601,Samsung Galaxy F62,accelerometer
8602,Samsung Galaxy F62,gyro
8603,Samsung Galaxy F62,proximity
8604,Samsung Galaxy F62,compass
8605,Samsung Galaxy M12 (India),fingerprint
8606,Samsung Galaxy M12 (India),accelerometer
8607,Samsung Galaxy M62,fingerprint
8608,Samsung Galaxy M62,accelerometer
8609,Samsung Galaxy M62,gyro
8610,Samsung Galaxy M62,proximity
8611,Samsung Galaxy M62,compass
8612,Samsung Galaxy S21 Ultra 5G,fingerprint
8613,Samsung Galaxy S21 Ultra 5G,accelerometer
8614,Samsung Galaxy S21 Ultra 5G,gyro
8615,Samsung Galaxy S21 Ultra 5G,proximity
8616,Samsung Galaxy S21 Ultra 5G,compass
8617,Samsung Galaxy S21 Ultra 5G,barometer
8618,Samsung Galaxy S21 5G,fingerprint
8619,Samsung Galaxy S21 5G,accelerometer
8620,Samsung Galaxy S21 5G,gyro
8621,Samsung Galaxy S21 5G,proximity
8622,Samsung Galaxy S21 5G,compass
8623,Samsung Galaxy S21 5G,barometer
8624,Samsung Galaxy S21+ 5G,fingerprint
8625,Samsung Galaxy S21+ 5G,accelerometer
8626,Samsung Galaxy S21+ 5G,gyro
8627,Samsung Galaxy S21+ 5G,proximity
8628,Samsung Galaxy S21+ 5G,compass
8629,Samsung Galaxy S21+ 5G,barometer
8630,Samsung Galaxy M02s,accelerometer
8631,Samsung Galaxy M02s,proximity
8632,Samsung Galaxy A12,fingerprint
8633,Samsung Galaxy A12,accelerometer
8634,Samsung Galaxy M02,accelerometer
8635,Samsung Galaxy A32 5G,fingerprint
8636,Samsung Galaxy A32 5G,accelerometer
8637,Samsung Galaxy A32 5G,gyro
8638,Samsung Galaxy A32 5G,compass
8639,Samsung Galaxy A02,accelerometer
8640,Samsung Galaxy M21s,fingerprint
8641,Samsung Galaxy M21s,accelerometer
8642,Samsung Galaxy M21s,gyro
8643,Samsung Galaxy M21s,proximity
8644,Samsung Galaxy M21s,compass
8645,Samsung Galaxy M31 Prime,fingerprint
8646,Samsung Galaxy M31 Prime,accelerometer
8647,Samsung Galaxy M31 Prime,gyro
8648,Samsung Galaxy M31 Prime,compass
8649,Samsung Galaxy F41,fingerprint
8650,Samsung Galaxy F41,accelerometer
8651,Samsung Galaxy F41,gyro
8652,Samsung Galaxy F41,compass
8653,Samsung Galaxy A02s,accelerometer
8654,Samsung Galaxy A02s,proximity
8655,Samsung Galaxy Tab Active3,fingerprint
8656,Samsung Galaxy Tab Active3,accelerometer
8657,Samsung Galaxy Tab Active3,gyro
8658,Samsung Galaxy Tab Active3,proximity
8659,Samsung Galaxy Tab Active3,compass
8660,Samsung Galaxy S20 FE 5G,fingerprint
8661,Samsung Galaxy S20 FE 5G,accelerometer
8662,Samsung Galaxy S20 FE 5G,gyro
8663,Samsung Galaxy S20 FE 5G,compass
8664,Samsung Galaxy A42 5G,fingerprint
8665,Samsung Galaxy A42 5G,accelerometer
8666,Samsung Galaxy A42 5G,gyro
8667,Samsung Galaxy A42 5G,proximity
8668,Samsung Galaxy A42 5G,compass
8669,Samsung Galaxy M51,fingerprint
8670,Samsung Galaxy M51,accelerometer
8671,Samsung Galaxy M51,gyro
8672,Samsung Galaxy M51,proximity
8673,Samsung Galaxy M51,compass
8674,Samsung Galaxy S20 FE,fingerprint
8675,Samsung Galaxy S20 FE,accelerometer
8676,Samsung Galaxy S20 FE,gyro
8677,Samsung Galaxy S20 FE,compass
8678,Samsung Galaxy A51 5G UW,fingerprint
8679,Samsung Galaxy A51 5G UW,accelerometer
8680,Samsung Galaxy A51 5G UW,gyro
8681,Samsung Galaxy A51 5G UW,proximity
8682,Samsung Galaxy A51 5G UW,compass
8683,Samsung Galaxy Z Fold2 5G,fingerprint
8684,Samsung Galaxy Z Fold2 5G,accelerometer
8685,Samsung Galaxy Z Fold2 5G,gyro
8686,Samsung Galaxy Z Fold2 5G,proximity
8687,Samsung Galaxy Z Fold2 5G,compass
8688,Samsung Galaxy Z Fold2 5G,barometer
8689,Samsung Galaxy Note20 Ultra 5G,fingerprint
8690,Samsung Galaxy Note20 Ultra 5G,accelerometer
8691,Samsung Galaxy Note20 Ultra 5G,gyro
8692,Samsung Galaxy Note20 Ultra 5G,proximity
8693,Samsung Galaxy Note20 Ultra 5G,compass
8694,Samsung Galaxy Note20 Ultra 5G,barometer
8695,Samsung Galaxy Note20 Ultra,fingerprint
8696,Samsung Galaxy Note20 Ultra,accelerometer
8697,Samsung Galaxy Note20 Ultra,gyro
8698,Samsung Galaxy Note20 Ultra,proximity
8699,Samsung Galaxy Note20 Ultra,compass
8700,Samsung Galaxy Note20 Ultra,barometer
8701,Samsung Galaxy Tab A7 10.4 (2020),accelerometer
8702,Samsung Galaxy Tab A7 10.4 (2020),gyro
8703,Samsung Galaxy Tab A7 10.4 (2020),proximity
8704,Samsung Galaxy Tab A7 10.4 (2020),compass
8705,Samsung Galaxy Note20 5G,fingerprint
8706,Samsung Galaxy Note20 5G,accelerometer
8707,Samsung Galaxy Note20 5G,gyro
8708,Samsung Galaxy Note20 5G,proximity
8709,Samsung Galaxy Note20 5G,compass
8710,Samsung Galaxy Note20 5G,barometer
8711,Samsung Galaxy Watch3,accelerometer
8712,Samsung Galaxy Watch3,gyro
8713,Samsung Galaxy Watch3,heart rate
8714,Samsung Galaxy Watch3,barometer
8715,Samsung Galaxy Tab S7+,fingerprint
8716,Samsung Galaxy Tab S7+,accelerometer
8717,Samsung Galaxy Tab S7+,gyro
8718,Samsung Galaxy Tab S7+,proximity
8719,Samsung Galaxy Tab S7+,compass
8720,Samsung Galaxy Note20,fingerprint
8721,Samsung Galaxy Note20,accelerometer
8722,Samsung Galaxy Note20,gyro
8723,Samsung Galaxy Note20,proximity
8724,Samsung Galaxy Note20,compass
8725,Samsung Galaxy Note20,barometer
8726,Samsung Galaxy Tab S7,fingerprint
8727,Samsung Galaxy Tab S7,accelerometer
8728,Samsung Galaxy Tab S7,gyro
8729,Samsung Galaxy Tab S7,proximity
8730,Samsung Galaxy Tab S7,compass
8731,Samsung Galaxy Z Flip 5G,fingerprint
8732,Samsung Galaxy Z Flip 5G,accelerometer
8733,Samsung Galaxy Z Flip 5G,gyro
8734,Samsung Galaxy Z Flip 5G,proximity
8735,Samsung Galaxy Z Flip 5G,compass
8736,Samsung Galaxy Z Flip 5G,barometer
8737,Samsung Galaxy M31s,fingerprint
8738,Samsung Galaxy M31s,accelerometer
8739,Samsung Galaxy M31s,gyro
8740,Samsung Galaxy M31s,compass
8741,Samsung Galaxy M01s,fingerprint
8742,Samsung Galaxy M01s,accelerometer
8743,Samsung Galaxy M01s,proximity
8744,Samsung Galaxy A71 5G UW,fingerprint
8745,Samsung Galaxy A71 5G UW,accelerometer
8746,Samsung Galaxy A71 5G UW,gyro
8747,Samsung Galaxy A71 5G UW,proximity
8748,Samsung Galaxy A71 5G UW,compass
8749,Samsung Galaxy A01 Core,accelerometer
8750,Samsung Galaxy M01 Core,accelerometer
8751,Samsung Galaxy M01,accelerometer
8752,Samsung Galaxy M01,proximity
8753,Samsung Galaxy J2 Core (2020),accelerometer
8754,Samsung Galaxy J2 Core (2020),proximity
8755,Samsung Galaxy A Quantum,fingerprint
8756,Samsung Galaxy A Quantum,accelerometer
8757,Samsung Galaxy A Quantum,gyro
8758,Samsung Galaxy A Quantum,proximity
8759,Samsung Galaxy A Quantum,compass
8760,Samsung Galaxy A21s,fingerprint
8761,Samsung Galaxy A21s,accelerometer
8762,Samsung Galaxy A21s,gyro
8763,Samsung Galaxy A21s,proximity
8764,Samsung Galaxy A21s,compass
8765,Samsung Galaxy A51 5G,fingerprint
8766,Samsung Galaxy A51 5G,accelerometer
8767,Samsung Galaxy A51 5G,gyro
8768,Samsung Galaxy A51 5G,proximity
8769,Samsung Galaxy A51 5G,compass
8770,Samsung Galaxy A71 5G,fingerprint
8771,Samsung Galaxy A71 5G,accelerometer
8772,Samsung Galaxy A71 5G,gyro
8773,Samsung Galaxy A71 5G,proximity
8774,Samsung Galaxy A71 5G,compass
8775,Samsung Galaxy Tab A 8.4 (2020),accelerometer
8776,Samsung Galaxy A21,fingerprint
8777,Samsung Galaxy A21,accelerometer
8778,Samsung Galaxy A21,gyro
8779,Samsung Galaxy A21,proximity
8780,Samsung Galaxy A21,compass
8781,Samsung Galaxy M40,fingerprint
8782,Samsung Galaxy M40,accelerometer
8783,Samsung Galaxy M40,gyro
8784,Samsung Galaxy M40,proximity
8785,Samsung Galaxy M40,compass
8786,Samsung Galaxy M30,fingerprint
8787,Samsung Galaxy M30,accelerometer
8788,Samsung Galaxy M30,gyro
8789,Samsung Galaxy M30,proximity
8790,Samsung Galaxy M30,compass
8791,Samsung Galaxy M20,fingerprint
8792,Samsung Galaxy M20,accelerometer
8793,Samsung Galaxy M20,gyro
8794,Samsung Galaxy M20,proximity
8795,Samsung Galaxy M20,compass
8796,Samsung Galaxy M10,accelerometer
8797,Samsung Galaxy M10,proximity
8798,Samsung Galaxy S10e,fingerprint
8799,Samsung Galaxy S10e,accelerometer
8800,Samsung Galaxy S10e,gyro
8801,Samsung Galaxy S10e,proximity
8802,Samsung Galaxy S10e,compass
8803,Samsung Galaxy S10e,barometer
8804,Samsung Galaxy A80,fingerprint
8805,Samsung Galaxy A80,accelerometer
8806,Samsung Galaxy A80,gyro
8807,Samsung Galaxy A80,proximity
8808,Samsung Galaxy A80,compass
8809,Samsung Galaxy A60,fingerprint
8810,Samsung Galaxy A60,accelerometer
8811,Samsung Galaxy A60,gyro
8812,Samsung Galaxy A60,proximity
8813,Samsung Galaxy A60,compass
8814,Samsung Galaxy A70,fingerprint
8815,Samsung Galaxy A70,accelerometer
8816,Samsung Galaxy A70,gyro
8817,Samsung Galaxy A70,proximity
8818,Samsung Galaxy A70,compass
8819,Samsung Galaxy A50,fingerprint
8820,Samsung Galaxy A50,accelerometer
8821,Samsung Galaxy A50,gyro
8822,Samsung Galaxy A50,proximity
8823,Samsung Galaxy A50,compass
8824,Samsung Galaxy A30,fingerprint
8825,Samsung Galaxy A30,accelerometer
8826,Samsung Galaxy A30,gyro
8827,Samsung Galaxy A30,proximity
8828,Samsung Galaxy A30,compass
8829,Samsung Galaxy A40,fingerprint
8830,Samsung Galaxy A40,accelerometer
8831,Samsung Galaxy A40,gyro
8832,Samsung Galaxy A40,proximity
8833,Samsung Galaxy A40,compass
8834,Samsung Galaxy A20e,fingerprint
8835,Samsung Galaxy A20e,accelerometer
8836,Samsung Galaxy A20e,gyro
8837,Samsung Galaxy A20e,proximity
8838,Samsung Galaxy A20e,compass
8839,Samsung Galaxy A20,fingerprint
8840,Samsung Galaxy A20,accelerometer
8841,Samsung Galaxy A20,gyro
8842,Samsung Galaxy A20,proximity
8843,Samsung Galaxy A20,compass
8844,Samsung Galaxy A10,accelerometer
8845,Samsung Galaxy A10,proximity
8846,Samsung Galaxy Tab A 10.1 (2019),accelerometer
8847,Samsung Galaxy Tab A 10.1 (2019),gyro
8848,Samsung Galaxy Tab A 10.1 (2019),compass
8849,Samsung Galaxy Tab S5e,fingerprint
8850,Samsung Galaxy Tab S5e,accelerometer
8851,Samsung Galaxy Tab S5e,gyro
8852,Samsung Galaxy Tab S5e,proximity
8853,Samsung Galaxy Tab S5e,compass
8854,Samsung Galaxy Tab Advanced2,accelerometer
8855,Samsung Galaxy Tab A 8.0 (2018),accelerometer
8856,Samsung Galaxy Tab A 8.0 & S Pen (2019),accelerometer
8857,Samsung Galaxy Tab A 8.0 & S Pen (2019),proximity
8858,Samsung Galaxy Tab S4 10.5,iris scanner
8859,Samsung Galaxy Tab S4 10.5,accelerometer
8860,Samsung Galaxy Tab S4 10.5,gyro
8861,Samsung Galaxy Tab S4 10.5,proximity
8862,Samsung Galaxy Tab S4 10.5,compass
8863,Samsung Galaxy Tab A 10.5,accelerometer
8864,Samsung Galaxy Tab A 10.5,gyro
8865,Samsung Galaxy Tab A 10.5,compass
8866,Samsung Galaxy A8s,fingerprint
8867,Samsung Galaxy A8s,accelerometer
8868,Samsung Galaxy A8s,gyro
8869,Samsung Galaxy A8s,proximity
8870,Samsung Galaxy A8s,compass
8871,Samsung Galaxy A6s,fingerprint
8872,Samsung Galaxy A6s,accelerometer
8873,Samsung Galaxy A6s,gyro
8874,Samsung Galaxy A6s,proximity
8875,Samsung Galaxy A6s,compass
8876,Samsung Galaxy A7 (2018),fingerprint
8877,Samsung Galaxy A7 (2018),accelerometer
8878,Samsung Galaxy A7 (2018),gyro
8879,Samsung Galaxy A7 (2018),proximity
8880,Samsung Galaxy A7 (2018),compass
8881,Samsung Galaxy Watch,accelerometer
8882,Samsung Galaxy Watch,gyro
8883,Samsung Galaxy Watch,heart rate
8884,Samsung Galaxy Watch,barometer
8885,Samsung Galaxy A9 (2018),fingerprint
8886,Samsung Galaxy A9 (2018),accelerometer
8887,Samsung Galaxy A9 (2018),gyro
8888,Samsung Galaxy A9 (2018),proximity
8889,Samsung Galaxy A9 (2018),compass
8890,Samsung Galaxy Note9,iris scanner
8891,Samsung Galaxy Note9,fingerprint
8892,Samsung Galaxy Note9,accelerometer
8893,Samsung Galaxy Note9,gyro
8894,Samsung Galaxy Note9,proximity
8895,Samsung Galaxy Note9,compass
8896,Samsung Galaxy Note9,barometer
8897,Samsung Galaxy Note9,heart rate
8898,Samsung Galaxy Note9,spo2
8899,Samsung Galaxy J4 Core,accelerometer
8900,Samsung Galaxy J4 Core,proximity
8901,Samsung Galaxy J4+,fingerprint
8902,Samsung Galaxy J4+,accelerometer
8903,Samsung Galaxy J4+,gyro
8904,Samsung Galaxy J4+,proximity
8905,Samsung Galaxy J4+,compass - north americaaccelerometer
8906,Samsung Galaxy J4+,proximity - other markets
8907,Samsung Galaxy J6+,fingerprint
8908,Samsung Galaxy J6+,accelerometer
8909,Samsung Galaxy J6+,gyro
8910,Samsung Galaxy J6+,proximity
8911,Samsung Galaxy J6+,compass
8912,Samsung Galaxy J2 Core,accelerometer
8913,Samsung Galaxy J2 Core,proximity
8914,Samsung Galaxy J3 (2018),accelerometer
8915,Samsung Galaxy J3 (2018),gyro
8916,Samsung Galaxy J3 (2018),proximity
8917,Samsung Galaxy J3 (2018),compass
8918,Samsung Galaxy J7 (2018),accelerometer
8919,Samsung Galaxy J7 (2018),gyro
8920,Samsung Galaxy J7 (2018),proximity
8921,Samsung Galaxy J7 (2018),compass
8922,Samsung Galaxy S Light Luxury,iris scanner
8923,Samsung Galaxy S Light Luxury,fingerprint
8924,Samsung Galaxy S Light Luxury,accelerometer
8925,Samsung Galaxy S Light Luxury,gyro
8926,Samsung Galaxy S Light Luxury,proximity
8927,Samsung Galaxy S Light Luxury,compass
8928,Samsung Galaxy S Light Luxury,barometer
8929,Samsung Galaxy On6,fingerprint
8930,Samsung Galaxy On6,accelerometer
8931,Samsung Galaxy On6,proximity
8932,Samsung Galaxy A8 Star (A9 Star),fingerprint
8933,Samsung Galaxy A8 Star (A9 Star),accelerometer
8934,Samsung Galaxy A8 Star (A9 Star),gyro
8935,Samsung Galaxy A8 Star (A9 Star),proximity
8936,Samsung Galaxy A8 Star (A9 Star),compass
8937,Samsung Galaxy J6,fingerprint
8938,Samsung Galaxy J6,accelerometer
8939,Samsung Galaxy J6,proximity
8940,Samsung Galaxy J4,accelerometer
8941,Samsung Galaxy J4,proximity
8942,Samsung Galaxy A6+ (2018),fingerprint
8943,Samsung Galaxy A6+ (2018),accelerometer
8944,Samsung Galaxy A6+ (2018),gyro
8945,Samsung Galaxy A6+ (2018),proximity
8946,Samsung Galaxy A6+ (2018),compass
8947,Samsung Galaxy J7 Duo,fingerprint
8948,Samsung Galaxy J7 Duo,accelerometer
8949,Samsung Galaxy J7 Duo,proximity
8950,Samsung Galaxy A6 (2018),fingerprint
8951,Samsung Galaxy A6 (2018),accelerometer
8952,Samsung Galaxy A6 (2018),gyro
8953,Samsung Galaxy A6 (2018),proximity
8954,Samsung Galaxy A6 (2018),compass
8955,Samsung Galaxy J8,fingerprint
8956,Samsung Galaxy J8,accelerometer
8957,Samsung Galaxy J8,proximity
8958,Samsung Galaxy J7 Prime 2,fingerprint
8959,Samsung Galaxy J7 Prime 2,accelerometer
8960,Samsung Galaxy J7 Prime 2,proximity
8961,Samsung Galaxy J2 Pro (2018),accelerometer
8962,Samsung Galaxy J2 Pro (2018),proximity
8963,Samsung Galaxy S9+,iris scanner
8964,Samsung Galaxy S9+,fingerprint
8965,Samsung Galaxy S9+,accelerometer
8966,Samsung Galaxy S9+,gyro
8967,Samsung Galaxy S9+,proximity
8968,Samsung Galaxy S9+,compass
8969,Samsung Galaxy S9+,barometer
8970,Samsung Galaxy S9+,heart rate
8971,Samsung Galaxy S9+,spo2
8972,Samsung Galaxy S9,iris scanner
8973,Samsung Galaxy S9,fingerprint
8974,Samsung Galaxy S9,accelerometer
8975,Samsung Galaxy S9,gyro
8976,Samsung Galaxy S9,proximity
8977,Samsung Galaxy S9,compass
8978,Samsung Galaxy S9,barometer
8979,Samsung Galaxy S9,heart rate
8980,Samsung Galaxy S9,spo2
8981,Samsung Galaxy A8 (2018),fingerprint
8982,Samsung Galaxy A8 (2018),accelerometer
8983,Samsung Galaxy A8 (2018),gyro
8984,Samsung Galaxy A8 (2018),proximity
8985,Samsung Galaxy A8 (2018),compass
8986,Samsung Galaxy A8 (2018),barometer
8987,Samsung Galaxy J2 (2017),accelerometer
8988,Samsung Galaxy J2 (2017),proximity
8989,Samsung Galaxy Tab Active 2,fingerprint
8990,Samsung Galaxy Tab Active 2,accelerometer
8991,Samsung Galaxy Tab Active 2,gyro
8992,Samsung Galaxy Tab Active 2,proximity
8993,Samsung Galaxy Tab Active 2,compass
8994,Samsung Galaxy A8+ (2018),fingerprint
8995,Samsung Galaxy A8+ (2018),accelerometer
8996,Samsung Galaxy A8+ (2018),gyro
8997,Samsung Galaxy A8+ (2018),proximity
8998,Samsung Galaxy A8+ (2018),compass
8999,Samsung Galaxy A8+ (2018),barometer
9000,Samsung Galaxy Tab A 8.0 (2017),accelerometer
9001,Samsung Gear Sport,accelerometer
9002,Samsung Gear Sport,gyro
9003,Samsung Gear Sport,heart rate
9004,Samsung Gear Sport,barometer
9005,Samsung Galaxy C7 (2017),fingerprint
9006,Samsung Galaxy C7 (2017),accelerometer
9007,Samsung Galaxy C7 (2017),gyro
9008,Samsung Galaxy C7 (2017),proximity
9009,Samsung Galaxy C7 (2017),compass
9010,Samsung Galaxy S8 Active,iris scanner
9011,Samsung Galaxy S8 Active,fingerprint
9012,Samsung Galaxy S8 Active,accelerometer
9013,Samsung Galaxy S8 Active,gyro
9014,Samsung Galaxy S8 Active,proximity
9015,Samsung Galaxy S8 Active,compass
9016,Samsung Galaxy S8 Active,barometer
9017,Samsung Galaxy S8 Active,heart rate
9018,Samsung Galaxy J7 V,accelerometer
9019,Samsung Galaxy J7 V,gyro
9020,Samsung Galaxy J7 V,proximity
9021,Samsung Galaxy J7 V,compass
9022,Samsung Galaxy Note8,iris scanner
9023,Samsung Galaxy Note8,fingerprint
9024,Samsung Galaxy Note8,accelerometer
9025,Samsung Galaxy Note8,gyro
9026,Samsung Galaxy Note8,proximity
9027,Samsung Galaxy Note8,compass
9028,Samsung Galaxy Note8,barometer
9029,Samsung Galaxy Note8,heart rate
9030,Samsung Galaxy Note8,spo2
9031,Samsung Galaxy J7 Max,fingerprint
9032,Samsung Galaxy J7 Max,accelerometer
9033,Samsung Galaxy J7 Max,gyro
9034,Samsung Galaxy J7 Max,proximity
9035,Samsung Galaxy J7 Max,compass
9036,Samsung Galaxy Note FE,iris scanner
9037,Samsung Galaxy Note FE,fingerprint
9038,Samsung Galaxy Note FE,accelerometer
9039,Samsung Galaxy Note FE,gyro
9040,Samsung Galaxy Note FE,proximity
9041,Samsung Galaxy Note FE,compass
9042,Samsung Galaxy Note FE,barometer
9043,Samsung Galaxy Note FE,heart rate
9044,Samsung Galaxy Note FE,spo2
9045,Samsung Galaxy J7 (2017),fingerprint
9046,Samsung Galaxy J7 (2017),accelerometer
9047,Samsung Galaxy J7 (2017),gyro
9048,Samsung Galaxy J7 (2017),proximity
9049,Samsung Galaxy J7 (2017),compass
9050,Samsung Galaxy J7 Pro,fingerprint
9051,Samsung Galaxy J7 Pro,accelerometer
9052,Samsung Galaxy J7 Pro,gyro
9053,Samsung Galaxy J7 Pro,proximity
9054,Samsung Galaxy J7 Pro,compass
9055,Samsung Galaxy J3 (2017),accelerometer
9056,Samsung Galaxy J3 (2017),proximity
9057,Samsung Galaxy J5 (2017),fingerprint
9058,Samsung Galaxy J5 (2017),accelerometer
9059,Samsung Galaxy J5 (2017),gyro
9060,Samsung Galaxy J5 (2017),proximity
9061,Samsung Galaxy J5 (2017),compass
9062,Samsung Z4,accelerometer
9063,Samsung Z4,proximity
9064,Samsung Galaxy Folder2,accelerometer
9065,Samsung Galaxy Folder2,proximity
9066,Samsung Galaxy S8+,iris scanner
9067,Samsung Galaxy S8+,fingerprint
9068,Samsung Galaxy S8+,accelerometer
9069,Samsung Galaxy S8+,gyro
9070,Samsung Galaxy S8+,proximity
9071,Samsung Galaxy S8+,compass
9072,Samsung Galaxy S8+,barometer
9073,Samsung Galaxy S8+,heart rate
9074,Samsung Galaxy S8+,spo2
9075,Samsung Galaxy S8,iris scanner
9076,Samsung Galaxy S8,fingerprint
9077,Samsung Galaxy S8,accelerometer
9078,Samsung Galaxy S8,gyro
9079,Samsung Galaxy S8,proximity
9080,Samsung Galaxy S8,compass
9081,Samsung Galaxy S8,barometer
9082,Samsung Galaxy S8,heart rate
9083,Samsung Galaxy S8,spo2
9084,Samsung Gear S3 classic LTE,accelerometer
9085,Samsung Gear S3 classic LTE,gyro
9086,Samsung Gear S3 classic LTE,heart rate
9087,Samsung Gear S3 classic LTE,barometer
9088,Samsung Galaxy Xcover 4,accelerometer
9089,Samsung Galaxy Xcover 4,proximity
9090,Samsung Galaxy Xcover 4,compass
9091,Samsung Galaxy Tab S3 9.7,fingerprint
9092,Samsung Galaxy Tab S3 9.7,accelerometer
9093,Samsung Galaxy Tab S3 9.7,gyro
9094,Samsung Galaxy Tab S3 9.7,compass
